tweet;gender
@PSOEC nuestro compromiso siempre defendiendo la #Igualdad #Extremadura https://t.co/BGfOrjlKjY;1
Los hombres debemos estar, siempre, sin excusas. #25N No permitamos que asesinen a ninguna mujer más. https://t.co/HOuPKXG2fS;1
Muchas gracias a @DOMINGUEZLM por apoyar el marco de la #EconomíaVerde y #EconomíaCircular en #Extremadura https://t.co/tdYPlqCvZK;1
El sábado exigimos un #TrenDignoYa para #Extremadura Debería prohibirse la coincidencia con manifestaciones franquistas, falangistas. https://t.co/MTjbwg5CnW;1
El relato falaz que la ciudadanía no se traga.#Barcelona   https://t.co/9sUr3u6hbd;1
#Extremadura entera reivindica un #TrenDignoYa Hoy empieza una justa lucha para que nos escuchen y para hacer justicia. https://t.co/dyVexhQXuG;1
Con el compañero José de Serradilla reivindicando un #TrenDignoYa  para #Extremadura@PSOEC https://t.co/R48aC8oto9;1
Las evidencias del cambio climático, para que el dude que busque las últimas declaraciones de #SetphenHawking https://t.co/98ZDg2AGeD;1
Muchas gracias a @EduMadina por unirse a esta justa reivindicación para Extremadura.Nos vemos el día 18 de noviembre en Madrid.#TrenDignoYa #Trendingtopic https://t.co/nVcnCSRQGQ;1
Lleno a rebosar en la inauguración de la V Feria Apícola de las Hurdes en Caminomorisco.Enhorabuena Gervasio https://t.co/flopR23Adq;1
En la presentación de la XX Edición del Otoño Mágico del Valle del Ambroz enhorabuena a @valleambroz https://t.co/gdzSEIMzEf;1
Un capricho que puede salir muy caro.@manueljabois https://t.co/5So9HSZsFw;1
Son necesarios tantos pactos...#ErradicarLaPobreza https://t.co/zrzGoOXV7a;1
#TrenDignoExtremadura Por un tren del Siglo XXI El 18 de noviembre os esperamos https://t.co/4st7wAD0ll;1
Un placer leer a @EduMadina https://t.co/I7uUN4i4Yg;1
#México https://t.co/z0hj9w2d0g;1
Y esta locura ni siquiera ha comenzado. http://t.co/yjafGIkumJ;1
"Enlace para la app de ""Hacemos Extremadura""https://t.co/S05nt67UxvEnlace de la app para android!! https://t.co/b9ZaGhP1dd";1
http://t.co/y2vRtRzMl5;1
Tras el Carnaval, el PSOE se quita la máscara, leído en El Periódico Extremadura http://t.co/NkiznWofA2 vía @EPExtremadura;1
#VillafrancaDelPenedes #Cataluña #VotaPP #YoVotoPorEspaña 🇪🇸 https://t.co/WoRxOlvNhH;-1
Artículo de opinión del Presidente Monago vía @hoyextremadura  https://t.co/tJp6eyTrSF;-1
Felicidades a los galardonados con los #PremiosEmpresariadosBa de La Crónica de Badajoz @EPExtremadura https://t.co/ufDTfGlBAC;-1
Comisión de Cultura, Igualdad y Deporte en la @Asamblea_Ex https://t.co/o1bROtUUKx;-1
Reunión del @GPPopularExt previa al pleno del próximo jueves https://t.co/UF9bLoaIk2;-1
Hemos celebrado Comité de Dirección del @PP_Badajoz para organizar la semana. https://t.co/3zRGOhB2g7;-1
Enhorabuena a los galardonados con los Premios Menina 2017 en reconocimientos al trabajo realizado en favor de la eliminación del Violencia de Género celebrados en #Plasencia https://t.co/TrcZEpy0eL;-1
No, no! El jarro de agua fría lo echa Fernandez Vara y la Consejera de agricultura que no tienen pensando impulsarlo... #NoEngañeis https://t.co/Rd6Fxo9LNu;-1
.@InesArrimadas ahora también hay que abordar las reformas que necesita España.;-1
.@InesArrimadas hay que ponerse a trabajar en lo que nos une. El 155 no tiene sentido si hay un gobierno que respete las leyes.;-1
@InesArrimadas : ahora los independentistas no pueden hablar en nombre de todo el pueblo de Cataluña.;-1
La ley electoral es una ley injusta. Los independentistas Tendrán que reconocer que no tienen una mayoría social. @InesArrimadas;-1
Enhorabuena a Miguel, los resultados de Ciudadanos en Hospitalet impresionantes !!! @VictoriaCsPla https://t.co/JmGlNoZ5eC;-1
Ayer en Tarrega ( Lérida) apoyando a nuestros compañeros en las eleeciones.@VictoriaCsPla Gracias !!! https://t.co/2ysrZiqhnb;-1
Celebrando la Victoria en Barcelona. Somos grandes!! Enhorabuena a todos @CiudadanosCs https://t.co/PkUBW47TIY;-1
Que suceda así http://t.co/OyRRx0vw1K;-1
Los jóvenes emigran de Extremadura. Con Monago no hay futuro para ellos http://t.co/pTj8IO9hob;-1
Tanto sacrifico exigido a los ciudadanos para que ?? http://t.co/uQglLvyfy4;-1
Monago deja los bolsillos vacíos de los Extremeños http://t.co/s7qrKo5BSh;-1
Reconocimiento a la policia local por parte de la Guardia Civil. http://t.co/q9HECxRZeS;-1
Hoy hemos celebrado la mesa de la asamblea de Extremadura en la sede del Consejo consultivo de Extremadura. http://t.co/OOpp2aTBpx;-1
Comienzan las Fiestas patronales de Santiago y Santa Ana en Villanueva de la Serena. Enhorabuena a los Villanovenses. http://t.co/ZMx5Ycj2WS;-1
STOP a la masacre en Gaza.;-1
@rosadiezglez Rosa , Las Hurdes del siglo XXI ya están cogidas. Son Las Hurdes , que has sido capaces de reinventarse . Feliz Navidad desde Las Hurdes.;1
Lo siento en el alma.Fallece un ciclista al ser atropellado en la carretera EX-213, en Barrado https://t.co/a4Ai7qc0MM vía @hoyextremadura;1
Algún día tendremos las mismas posibilidades para transportarnos hacia nuestros sueños.Felices Fiestas. https://t.co/AGHexx7zDS;1
LOBON 2017 . Nuestra KEDADA. https://t.co/KbLIiUI1xZ vía @GFVara;1
@MinistroNadal Así es apreciado Álvaro. Espero que sea posible que su Semana Santa pueda ser de interés turístico internacional. Gracias.;1
Con Francisco Núñez, Marchena, quien ha cumplido hoy 113 años. El hombre más longevo del mundo es de Bienvenida. En momentos así sólo puedes escuchar y aprender https://t.co/NKGX4Zs7wl;1
"Francisco Núñez Olivera,  Marchena, cumple hoy 113 años en su casa de Bienvenida. ""Enfadao por no poder levantarme"" https://t.co/1N88PDX87F";1
El extremeño cumple 113 años: «Loco de contento por ser el hombre más fuerte del mundo entero» https://t.co/D9TdAsYjx6 vía @hoyextremadura;1
Vara califica el proceso independentista de “pseudorrevolución de acomodados”  @lavanguardia https://t.co/hpXytcRdIj;1
@fjmanzanop Cuando dentro de un mes compruebes que es falso , se que no pedirás disculpas .;1
Ha fallecido Manuel Marín. En nombre de los socialistas extremeños nuestro pésame y cariño para su familia. Fue un orgullo estar juntos.;1
Trabajando desde Miajadas con la Ejecutiva Regional del PSOE en el presente y futuro de Extremadura . https://t.co/PFxtzRXlQG;1
@miqueliceta ahora en Tele 5. Descubriréis a un crack. Buen compañero y amigo. Buen catalán y español. Socialista y hombre bueno y honesto.;1
Enhorabuena. Guadalupe ya está en la final de @Lucetupueblo. Seguimos! Entre todos y todas lo conseguiremos #YoVotoGuadalupe https://t.co/Vtz9P5xOEv;1
Un buzón de correos y una cabina de teléfono https://t.co/rmvNPv3KOo vía @GFVara;1
Que nada nos distraiga del objetivo deportivo y que sepamos que para subir de categoría hay que ganar. Y defender los valores del deporte.;1
Mañana a las cinco de la tarde me veo con  los presidentes del Villanovense y del Extremadura, y zanjamos la polémica. El objetivo es subir.;1
Puigdemont defiende que Cataluña salga de España y de Europa. Y del mundo? Quizás mejor en  Marte? Lo peor de todo esto es que es verdad.;1
Ya queda poco. @Guadaluce2017 lucha por ser el pueblo más bello y más bueno de España. Guadalupe es algo muy importante que llevamos en lo más profundo de nuestro corazón y que representa nuestra identidad regional. Te animo a votar a Guadalupe: https://t.co/P4KUbohxg3 https://t.co/sRPPyiwRQ3;1
Los 17 años de su asesinato a manos del terrorismo de ETA, no nos han hecho olvidar a Ernest Lluch.La sanidad que tenemos en España es suya.;1
Yo también soy Antonio García Ferreras y Ana Pastor.;1
La llegada de un tiempo nuevo que abrazo https://t.co/P7HZg3wIKI vía @GFVara;1
Juntos somos más fuertes. Por un #TrenDignoYa. Muchas gracias a todos. https://t.co/orhFXr10pe;1
Mil gracias a todos y todas por hacer de hoy un día inolvidable.#Trendignoya18N https://t.co/82JyER8kwC;1
Camino de Madrid. Los extremeños y las extremeñas se merecen tener las mismas oportunidades que los demás. Reivindicamos lo que es justo e imprescindible para Extremadura #TrenDignoYa #EXTren18N #18N https://t.co/VzvlxAaHwU;1
#Trendignoya 18N https://t.co/jixguwZhhY;1
#TrendignoYA #EXTREN18N Extremadura es dueña de su destino y hoy se concentra en Madrid para decirlo alto y claro .;1
El @CEMKTD sitúa a Extremadura en el mundo digital. Enhorabuena participantes y organizadores #CEMD https://t.co/sKLMeDk83A;1
Intervienen en Extremadura 250 toneladas de tabaco, la mayor incautación de Europa https://t.co/pluT42Rte5 vía @hoyextremadura;1
Buen trabajo de la Guardia Civil. Recuperan casi 4 toneladas de aceitunas sustraídas en Almendralejo https://t.co/akw1AK9z29 vía @eldiarioex;1
Itinerario Horario y Programa #MADRID18N https://t.co/g4UHTD0d5O;1
La declaración de servicio público trae a Badajoz 16 vuelos semanales, a un máximo de 100 euros el billete https://t.co/CVZNEfBDED;1
Grave error, a mí juicio.En @elconfidencial: El partido de Colau rompe el pacto de gobierno con el PSC en Barcelona https://t.co/kJHb2Mm4hO;1
Rosa Balas, directora de Acción Exterior:“Europa es el mayor caso de éxito de organización supranacional” https://t.co/Hgjkdg75m9;1
Y el agradecimiento de los extremeños y extremeñas por llevar formación, derechos y paz a territorios que lo necesitan. Mil gracias .;1
Todo mi cariño para los soldados y sus familias que hoy han salido del Aeropuerto de BADAJOZ-TALAVERA camino de EL Líbano. Son un orgullo.;1
El 18-N tenemos una gran oportunidad. Demostrar al mundo que es posible ponerse de acuerdo en torno a una idea. No va contra nadie, va a favor de Extremadura, es pensar y sentir a Extremadura. [SÚMATE] @TrenDignoYa https://t.co/cCfc2bNjqf;1
"Tribuna | Gracias, Paco; por Justiniano Martínez Medina https://t.co/WGY1RDJN5i vía @el_pais";1
@pnique Pablo, como siempre tan cargado de argumentos....;1
Estimada Ada Colau.Hoy es otro día negro, consecuencia de los días negros q hemos vivido porque algunos decidieron situarse fuera de la ley.;1
Y esa independencia de los jueces es una de las esencias  de la democracia.;1
Lo mejor para todos nosotros los políticos hubiera sido otra decisión de los jueces y la libertad. Pero los jueces son independientes.;1
Son tiempos de prudencia y serenidad en las opiniones. Pero de verdad alguien pensó que lo que se estaba haciendo era un juego?;1
Por lo que representa para todos los extremeños #yovotoGuadalupe como pueblo bueno y bello. Os animo a votar en https://t.co/wRHEjeRcBH;1
El boicot hace daño a los trabajadores y a las pymes. Y hace daño a Extremadura y a muchos sitios.En Cataluña se vende . Dónde se produce?;1
Por favor, no le hagamos daño a los que no son responsables.A Puigdemont ,Junqueras y a la CUP le importa un bledo el boicot a su productos.;1
Y a los extremeños que son también catalanes nuestro eterno cariño y agradecimiento.;1
A los catalanes que son también extremeños le enviamos desde Extremadura nuestro cariño.;1
Un abrazo inmenso a los catalanes y a las catalanas que no están hoy celebrando nada. No estáis ni estaréis solos.;1
El 18-N estaré en Madrid junto a miles de extremeños porque nos corresponde nuestra parte del progreso, queremos sumar #TrenDignoYa [SÚMATE] https://t.co/dqNo9daVAP;1
Se pospone mi participación en el Desayuno de Europa Press del viernes 27 al lunes 6. Razones obvias.;1
En @elconfidencial: Un banco ruso que financia a separatistas paga al 'lobby' de la Generalitat en EEUU https://t.co/wj8ipDvFkp;1
Dentro de la ley cabe todo, fuera sobra todo. Seguiremos defendiendo que nuestra meta final es la igualdad, la libertad y la fraternidad https://t.co/owyfFkdNQj;1
Cuando uno se sale de la ley solo hay dos bandos: los que están con la ley y los que están contra. El @PSOE siempre defenderá la democracia https://t.co/2hmrDPS2fZ;1
Muy orgulloso de Herrera  y de los compañeros que durante estos 10 años han hecho posible la transformación de este maravilloso pueblo https://t.co/RLNIkXpAkp;1
El Barça es más que un club, también a pesar de las patadas en las espinillas que da a sus seguidores del resto de España.Seguiremos siempre;1
Apoyo #EstadoDeDerecho y la integridad territorial de España. La democracia no es votar de cualquier manera sino hacerlo democráticamente .;1
Los que decidieron salirse de la ley sin medir las consecuencias han recibido hoy un choque de realidad. Dentro cabe todo, fuera sobra todo.;1
La Concordia como sinónimo de entendimiento. Por un camino común en el que entramos todos. #Europa 🇪🇺#PremioPrincesaDeAsturias https://t.co/MTXyu0017o;1
#TrenDignoYa No es un movimiento contra nadie sino a favor de Extremadura .Si no hay tren aún es una responsabilidad compartida.;1
#TrenDignoYa El próximo 18 de Noviembre los extremeños , todos juntos, estaremos en Madrid por nuestro tren y nuestro futuro.;1
Felicitaciones por el trabajo realizado a la guardia civil, sanitarios, bomberos, cruz roja,protección civil , conservación de carreteras.;1
Descansen en paz las víctimas de los recientes accidentes de trafico ocurridos en Extremadura.;1
@Xunta No me olvido tampoco de #Asturias y de #Portugal toda mi solidaridad con ellos #TristezaInfinita;1
Todo mi apoyo al pueblo gallego y a la @XuntaMis condolencias a las familias de los fallecidos.#Extremadura está con vosotros #ArdeGalicia;1
KEDADA, 16 de Diciembre de 2017 en LOBÓN https://t.co/StkA1ZLFaO vía @GFVara;1
La respuesta está en la Constitución . Hay que cambiarla ?Vamos a hacerlo entre todos. Pero no se puede cambiar en una Autonomía .;1
@KRLS President, la política no es un juego. La vida de la gente no es un juego. Las leyes no son un juego. Las naciones no son un juego.;1
La política no es un juego.Ni siquiera uno tan inteligente como el ajedrez.La política es la convivencia.Y con eso no se juega. Es la vida.;1
Asistiendo hoy al Debate del Comité de las Regiones de Europa sobre el estado de la unión . https://t.co/xab5FcguZQ;1
Mi reconocimiento a todos los que hoy han defendido la Constitución española en las calles de Barcelona.#sincomplejos;1
Stoichkov fue un ídolo para los culés. Hoy es un patético ejemplo de odio. Mi solidaridad con  el abuelo, el padre, Soraya y su hijo.;1
El Rey, sobre Cataluña: “Es responsabilidad de los legítimos poderes asegurar el orden constitucional” https://t.co/W8VRQqhIrz vía @el_pais;1
"Tribuna | Tierra de nadie; por Isabel Coixet https://t.co/L7cCYLMxtF vía @el_pais";1
En @elconfidencial: Carta de un 'mosso' a Puigdemont por Cataluña en el 1-O https://t.co/NCTX2CpRZP;1
Hoy ha habido primarias en el PSOE extremeño. Enhorabuena a Rafa L. y a Miguel Ángel. Y también a Ramón y a Rafa P. El PSOE ha ganado.;1
"Guillermo Fernández Vara: ""Que nadie tenga duda, el rey hará lo que tenga que hacer"" https://t.co/0DPqryNHTJ";1
En nombre de los extremeños traslado al Ministro del Interior, Sr Zoido, el pésame por el fallecimiento de su madre en Fregenal de la Sierra;1
Ha fallecido un gran hombre, Fernando Masedo. Descansa en paz.;1
Hoy comienza la campaña de las municipales en Portugal . El PSOE acompañando al PS y a Nuno Mocinha en Elvas. Forca Nuno. https://t.co/ajwrkv29NQ;1
Medalla  de nuestro equipo de baloncesto. Ahí están juntos de nuevo. Y como siempre sumando. Un buen ejemplo .;1
Un mensaje de tranquilidad a los pescadores extremeños. Encontraremos soluciones para poder seguir haciéndolo.;1
Feliz día a todos los extremeños y extremeñas, nuestra nostalgia por los que no están. ¡Viva Extremadura! #SencillamenteExtremadura;1
Realmente espectacular esta noche en Mérida #sencillamenteExtremadura https://t.co/urWXZqmLON;1
Magnífica actuación del Ballet Folklórico de Extremadura #SencillamenteExtremadura;1
Olivenza, Madrid, Barcelona https://t.co/T7Up0VmxZ6 vía @GFVara;1
En Barcelona, en la manifestación contra el terrorismo #NoTenimPor #NoTenemosMiedo https://t.co/j8A2ttpBi6;1
En @Asamblea_Ex presentación del libro “Natura 2000. Una oportunidad para todos”. La España vacía está llena de todo lo que necesitamos para vivir. Conservemos el futuro. https://t.co/hu731mf6HI;1
@laventana Es al revés, los pronadores vuelcan el pie hacia dentro y los supinadores hacia fuera;1
En la tertulia de esRadio hemos debatido sobre las elecciones 21D en Cataluña y sobre los presupuestos 2018, en los que el gobierno socialista apuesta por las políticas sociales y la creación de riqueza y empleo de calidad que beneficie a las clases medias, trabajadoras y jóvenes https://t.co/E986rBaq8Q;1
En el #DiaMundialDeLaLuchaContraElSida en la @Asamblea_Ex. Mejor saber, importancia de la #PruebaTEST No a los estigmas https://t.co/lv3lvsboCZ;1
"En la presentación del libro ""Natura 2000, una oportunidad para todos"" Magnífico. https://t.co/wmzrcxCp4J";1
En Cáceres con gente muy comprometida en un acto de justicia, memoria y dignidad. https://t.co/VxGm5B8Ifl;1
Mala memoria, Monago https://t.co/W0V9MJWn1E;1
Qué mala memoria tiene Monago https://t.co/NDEJ1Qbyd0;1
Apoyando la economía y el empleo https://t.co/3kgwALtQTb;1
Seguros de Salud no son seg de contingencias. Son deducibles IRPF como Aguirre PP Madrid, ahora tb Monago, para favorecer sanidad privada. Deberías estudiar un poco más https://t.co/ATVkMBbnYu;1
@manuela_hoy Es un troll incansable. Lo que hace el anonimato.;1
Gracias independentistas. Amsterdam os lo agradece https://t.co/yYrMlwK8mn;1
Pues a los del Partido Popular les va a dar algo... https://t.co/6tEi26j1fP;1
Así se hace una «mani» al estilo extremeño https://t.co/wbC8uiwuUh;1
Interesante https://t.co/LMUB5yDP2y;1
Buenos días: hoy en Espejo convexo https://t.co/4pBQuEHhlW;-1
Hoy en Espejo convexo: https://t.co/Ih4b7tKNW8;-1
Buenas noches 💨🌬💨🌬💨 https://t.co/XVXzhCdQq9;-1
Para qué? https://t.co/KPLklKgR1a;-1
❄️☃️🎅🏼🤶🏽🎄☃️❄️ https://t.co/u7HbXoCsdW;-1
Buenas noches https://t.co/T8E5h30fam;-1
Buenos días, hoy en Espejo convexo: Nos vemos en Madrid el sábado! Por un #TrenDignoYa #TRENdingtopic @TrenDignoYa  https://t.co/dPg4zzZKKp;-1
Es repugnante e indignante. La violación debe ser condenada NUNCA justificada. Ya está bien de tanto machismo, ya está bien, nos están matando. https://t.co/2MFQf8qgEE;-1
#guardiacivil https://t.co/smcWrZlyvp;-1
#GuardiaCivil https://t.co/TumAwZOJvf;-1
#PGEx18 https://t.co/slWCPfecC3;-1
#DiaDeLosDerechosHumanos https://t.co/PaeseHOKzf;-1
#PGEx18 https://t.co/7HD14NpJIZ;-1
#PGEx18 https://t.co/7gL93A6jbT;-1
#PGEx18 https://t.co/wsYh1qotez;-1
#ComisionAmbulancias https://t.co/IKepYP4ksj;-1
#LaVerdadDuele Monago y Rajoy subieron más de 50 impuestos. IRPF, IVA, IBI, Canon Saneamiento, Tasas Judiciales, Universidad... #PGEx18 https://t.co/lGvOuaFVFF;-1
🔴#PilarBlanco: A finales del año que viene, Extremadura habrá alcanzado los niveles de déficit y deuda impuestos por el Gobierno #PGEx18 https://t.co/KHLKjV69rG;-1
"Hoy #DiaMundialdelaluchacontraelSIDA en la @Asamblea_Ex junto al Instituto Santa Eulalia de Mérida ""Lo mejor es saber"" #PruebaTEST https://t.co/fTz4CGC44W";-1
#Pleno61  puedes seguirlo aquí. https://t.co/JxJXQar69v;-1
Hablemos claro: no podemos permitir que las mujeres sigan siendo agredidas, violadas y asesinadas. Es el momento de actuar. De ser rebeldes contra una situación intolerable. #juntasycontigo #PSOElaizquierdafeminista https://t.co/czzB6JRzlw;-1
#JuntasyContigo https://t.co/JJMulxgY9M;-1
#Pleno60 https://t.co/RTEFSYv5rM;-1
Acompañamos el 18 de noviembre en Madrid por la justa reivindicación de un @TrenDignoYa para Extremadura https://t.co/1fZYbdmOVU;-1
La consejera Blanco-Morales, distinguida con la Cruz de Honor de la Orden de San Raimundo de Peñafort - El Periódico Extremadura. Enhorabuena a Pilar Blanco, un gran extremeña a la q tenemos la suerte de contar con ella en el gobierno extremeño https://t.co/KQmYZLmErZ;1
Feliz día de la Constitución. Hace 39 años los españoles y españolas decidieron votar por la libertad, derechos, democracia y convivencia. El resultado ha sido, los mejores años de nuestra historia https://t.co/w49ZdOSkg7;1
Nacionalismo: Carta a algunos colegas europeos | Opinión | EL PAÍS. Lectura muy recomendable de José Luis Pardo, la cual suscribo. Este país necesita una verdadera narración de lo mejor de su historia q han sido los últimos 40 años  https://t.co/qOaSyyVBVQ;1
Feminismo: ‘La manada’ de cada día | Opinión | EL PAÍS. Para q una sociedad sea plenamente democrática el 50% tiene q tener los mismos derechos, la misma dignidad y el mismo respeto q el otro 50% https://t.co/jcixNnbbQd;1
Bruselas sitúa a España a la cabeza de la desigualdad por renta en la UE | Economía | EL PAÍS. Esta es la España de Rajoy y el Pp, más desigualdad, más pobreza y más precariedad laboral https://t.co/Tpf30gsWxf;1
Los Extremeños de HOY reivindican el valor de una sociedad bien informada | Hoy. Enhorabuena a la poblanchina @CarmenMenayo, premio bien merecido  https://t.co/X0UBUzIZVw;1
El ‘caso Gürtel’, el juicio más corrosivo para el PP | España | EL PAÍS. Pues estaremos atentos a lo que dicte la Justicia. A pesar de que el PP intenta tapar su corrupción esta siempre sale a flote. https://t.co/Qc3eM1m1rL;1
Quien dijo miedo? Marea de autobuses con miles de extremeños y extremeñas a por #TrenDignoYA https://t.co/DFlc5GWcjq;1
Vente pa Madrid ,a pedir un #TrenDignoYA, la a5 es un espectáculo!!! https://t.co/KzybDwqhsz;1
Caso Púnica: La caja b del PP ‘somos todos’ | España | EL PAÍS. Con nuestros impuestos sus sobresueldos https://t.co/E67ZKBFXyr;1
"Cuando trabajar ya no salva de la pobreza | Economía | EL PAÍS. Esta es la ""recuperación económica"" de Rajoy y el PP https://t.co/2JWoPbM7Py";1
Democracia española: El fracaso de mi generación | Opinión | . Totalmente de acuerdo  https://t.co/DobElDsw4R;1
Hoy más que nunca inteligencia y paciencia porque todos tenemos mucho q perder y poco q ganar;1
Los presupuestos de Extremadura 2018, garantizan una sanidad de calidad Y, sostenibilidad económica y social.#PGEx18;-1
Los #PGEx18 de Extremadura, fortalecen la cohesión social, reactivan en crecimiento económico, aportan seguridad y promueven la igualdad. #PGEx18;-1
Retweeted Isabel Gil Rosiña (@gilrosinha):Comienza Pleno Asamblea de Extremadura.El Proyecto de Ley de Presupuestos pasa hoy su primer trámite.Trabajando por EXTREMADURA!!#PGEx18;-1
Iceta en C Federal Frente a los q quieren romper, queremos el acuerdo con l@s que quieren sacar a  Cataluña adelante https://t.co/2z5TVOZr3F;-1
Comité Federal @PSOE. .Iceta, PSC AhoraTuPais https://t.co/vqtmFPwJs3;-1
Comité Federal @PSOE, en Alcalá de Henares. Comienza el Secretario General Pedro Sánchez.#AhoraTuPais . https://t.co/NzFP1IMY6B;-1
@miss_belmont Récord mundial. Se echa de menos portadas de MMCC. No todo es fútbol.;-1
Hay que ir a una modificación del Pacto de Toledo, para garantizar las pensiones.#DebatePSOEEx @GFVaraContigo;-1
La apuesta por la Economía verde, es por el futuro..por lo que vamos a dejar a nuestros hijos#DebatePSOEEx. @GFVaraContigo;-1
Queremos cambiar la realidad para seguir construyendo, una región mas justa  mas igual y mas solidaria. #DebatePSOEEx. @GFVaraContigo .;-1
Nuestra sociedad no cambiará hasta q veamos con normalidad la llegada d la mujer a puestos de responsabilidad.#DebatePSOEEx @GFVaraContigo;-1
Nuestro modelo de partido apuesta por la igualdad real.#DebatePSOEEx #Contigo;-1
La Junta veta la ley de medidas tributarias del PP https://t.co/7hVRhjLOfy vía @hoyextremadura;1
El Ejecutivo veta la propuesta de reforma fiscal planteada por el PP https://t.co/Ibyo4cm2kl. vía @EPExtremadura;1
El salario mínimo subirá un 4%, pasando de los 707,60 euros mensuales a 735,90 https://t.co/XWivHENska vía @elmundoes;1
